wedding,total_happiness,n_lonely
./weddings/ring-suite/ring_7_7_3943827338.txt,98,0
./weddings/ring-suite/ring_10_10_2763510633.txt,200,0
./weddings/ring-suite/ring_12_12_3310812898.txt,288,0
./weddings/ring-suite/ring_2_2_134460291.txt,4,0
./weddings/ring-suite/ring_14_14_250447134.txt,392,0
